form,root
ekelte hinaus,hinausekeln
täte ab,abtun
tu ab,abtun
tut ab,abtun
tue ab,abtun
abgetan,abtun
tust ab,abtun
tut ab,abtun
tat ab,abtun
immatrikulierte,immatrikulieren
immatrikuliere,immatrikulieren
immatrikuliert,immatrikulieren
immatrikuliere,immatrikulieren
immatrikuliert,immatrikulieren
immatrikulierst,immatrikulieren
immatrikuliert,immatrikulieren
immatrikulierte,immatrikulieren
lehnte auf,auflehnen
lehn auf,auflehnen
lehnt auf,auflehnen
lehne auf,auflehnen
aufgelehnt,auflehnen
lehnst auf,auflehnen
lehnt auf,auflehnen
lehnte auf,auflehnen
sattelte,satteln
sattle,satteln
sattelt,satteln
sattle,satteln
gesattelt,satteln
sattelst,satteln
sattelt,satteln
sattelte,satteln
stallierte aus,ausstallieren
stallier aus,ausstallieren
stalliert aus,ausstallieren
stalliere aus,ausstallieren
ausstalliert,ausstallieren
stallierst aus,ausstallieren
stalliert aus,ausstallieren
stallierte aus,ausstallieren
feite,feien
fei,feien
feit,feien
feie,feien
gefeit,feien
feist,feien
feit,feien
feite,feien
torpedierte,torpedieren
torpediere,torpedieren
torpediert,torpedieren
torpediere,torpedieren
torpediert,torpedieren
torpedierst,torpedieren
torpediert,torpedieren
torpedierte,torpedieren
blickte,blicken
blicke,blicken
blickt,blicken
blicke,blicken
geblickt,blicken
blickst,blicken
blickt,blicken
blickte,blicken
träte tot,tottreten
tritt tot,tottreten
tretet tot,tottreten
trete tot,tottreten
totgetreten,tottreten
trittst tot,tottreten
tritt tot,tottreten
trat tot,tottreten
verfiele,verfallen
verfall,verfallen
verfallt,verfallen
verfalle,verfallen
verfallen,verfallen
verfällst,verfallen
verfällt,verfallen
verfiel,verfallen
parkte,parken
parke,parken
parkt,parken
parke,parken
geparkt,parken
parkst,parken
parkt,parken
parkte,parken
beinhaltete,beinhalten
beinhalte,beinhalten
beinhaltet,beinhalten
beinhalte,beinhalten
beinhaltet,beinhalten
beinhaltest,beinhalten
beinhaltet,beinhalten
beinhaltete,beinhalten
beknospte,beknospen
beknospt,beknospen
beknospt,beknospen
beknospte,beknospen
erkeckte,erkecken
erkeck,erkecken
erkeckt,erkecken
erkecke,erkecken
erkeckt,erkecken
erkeckst,erkecken
erkeckt,erkecken
erkeckte,erkecken
schächtete,schächten
schächt,schächten
schächtet,schächten
schächte,schächten
geschächtet,schächten
schächtest,schächten
schächtet,schächten
schächtete,schächten
schulterte,schultern
schultere,schultern
schultert,schultern
schultere,schultern
geschultert,schultern
schulterst,schultern
schultert,schultern
schulterte,schultern
litte,leiden
leide,leiden
leidet,leiden
leide,leiden
gelitten,leiden
leidest,leiden
leidet,leiden
litt,leiden
verlinkte,verlinken
verlinke,verlinken
verlinkt,verlinken
verlinke,verlinken
verlinkt,verlinken
verlinkst,verlinken
verlinkt,verlinken
verlinkte,verlinken
schadete,schaden
schade,schaden
schadet,schaden
schade,schaden
geschadet,schaden
schadest,schaden
schadet,schaden
schadete,schaden
lästerte,lästern
lästere,lästern
lästert,lästern
lästere,lästern
gelästert,lästern
lästerst,lästern
lästert,lästern
lästerte,lästern
sickte,sicken
sick,sicken
sickt,sicken
sicke,sicken
gesickt,sicken
sickst,sicken
sickt,sicken
sickte,sicken
blühte ab,abblühen
blühe ab,abblühen
blüht ab,abblühen
blühe ab,abblühen
abgeblüht,abblühen
blühst ab,abblühen
blüht ab,abblühen
blühte ab,abblühen
durchstöberte,durchstöbern
durchstöbere,durchstöbern
durchstöbert,durchstöbern
durchstöbere,durchstöbern
durchstöbert,durchstöbern
durchstöberst,durchstöbern
durchstöbert,durchstöbern
durchstöberte,durchstöbern
beschulte,beschulen
beschul,beschulen
beschult,beschulen
beschule,beschulen
beschult,beschulen
beschulst,beschulen
beschult,beschulen
beschulte,beschulen
würbe an,anwerben
wirb an,anwerben
werbt an,anwerben
werbe an,anwerben
angeworben,anwerben
wirbst an,anwerben
wirbt an,anwerben
warb an,anwerben
trollte,trollen
trolle,trollen
trollt,trollen
trolle,trollen
getrollt,trollen
trollst,trollen
trollt,trollen
trollte,trollen
passte auf,aufpassen
pass auf,aufpassen
passt auf,aufpassen
passe auf,aufpassen
aufgepasst,aufpassen
passt auf,aufpassen
passt auf,aufpassen
passte auf,aufpassen
bekrabbelte,bekrabbeln
bekrabbel,bekrabbeln
bekrabbelt,bekrabbeln
bekrabbele,bekrabbeln
bekrabbelt,bekrabbeln
bekrabbelst,bekrabbeln
bekrabbelt,bekrabbeln
bekrabbelte,bekrabbeln
rüstete auf,aufrüsten
rüste auf,aufrüsten
rüstet auf,aufrüsten
rüste auf,aufrüsten
aufgerüstet,aufrüsten
rüstest auf,aufrüsten
rüstet auf,aufrüsten
rüstete auf,aufrüsten
steckte,stecken
steck,stecken
steckt,stecken
stecke,stecken
gesteckt,stecken
steckst,stecken
steckt,stecken
steckte,stecken
aktualisierte,aktualisieren
aktualisiere,aktualisieren
aktualisiert,aktualisieren
aktualisiere,aktualisieren
aktualisiert,aktualisieren
aktualisierst,aktualisieren
aktualisiert,aktualisieren
aktualisierte,aktualisieren
hörte zu,zuhören
höre zu,zuhören
hört zu,zuhören
höre zu,zuhören
zugehört,zuhören
hörst zu,zuhören
hört zu,zuhören
hörte zu,zuhören
zerstrahlte,zerstrahlen
zerstrahl,zerstrahlen
zerstrahlt,zerstrahlen
zerstrahle,zerstrahlen
zerstrahlt,zerstrahlen
zerstrahlst,zerstrahlen
zerstrahlt,zerstrahlen
zerstrahlte,zerstrahlen
setzte instand,instand setzen
setz instand,instand setzen
setzt instand,instand setzen
setze instand,instand setzen
instandgesetzt,instand setzen
setzt instand,instand setzen
setzt instand,instand setzen
setzte instand,instand setzen
exekutierte,exekutieren
exekutiere,exekutieren
exekutiert,exekutieren
exekutiere,exekutieren
exekutiert,exekutieren
exekutierst,exekutieren
exekutiert,exekutieren
exekutierte,exekutieren
erkennte,erkennen
erkenn,erkennen
erkennt,erkennen
erkenne,erkennen
erkannt,erkennen
erkennst,erkennen
erkennt,erkennen
erkannte,erkennen
begaunerte,begaunern
begauner,begaunern
begaunert,begaunern
begaunere,begaunern
begaunert,begaunern
begaunerst,begaunern
begaunert,begaunern
begaunerte,begaunern
knickste,knicksen
knicks,knicksen
knickst,knicksen
knickse,knicksen
geknickst,knicksen
knickst,knicksen
knickst,knicksen
knickste,knicksen
bedudelte,bedudeln
bedudel,bedudeln
bedudelt,bedudeln
bedudele,bedudeln
bedudelt,bedudeln
bedudelst,bedudeln
bedudelt,bedudeln
bedudelte,bedudeln
fände statt,stattfinden
finde statt,stattfinden
findet statt,stattfinden
finde statt,stattfinden
stattgefunden,stattfinden
findest statt,stattfinden
findet statt,stattfinden
fand statt,stattfinden
votierte,votieren
votiere,votieren
votiert,votieren
votiere,votieren
votiert,votieren
votierst,votieren
votiert,votieren
votierte,votieren
piescherte,pieschern
piescher,pieschern
pieschert,pieschern
piescher,pieschern
gepieschert,pieschern
piescherst,pieschern
pieschert,pieschern
piescherte,pieschern
schachtelte,schachteln
schachtle,schachteln
schachtelt,schachteln
schachtle,schachteln
geschachtelt,schachteln
schachtelst,schachteln
schachtelt,schachteln
schachtelte,schachteln
thronte,thronen
throne,thronen
thront,thronen
throne,thronen
gethront,thronen
thronst,thronen
thront,thronen
thronte,thronen
kündigte an,ankündigen
kündige an,ankündigen
kündigt an,ankündigen
kündige an,ankündigen
angekündigt,ankündigen
kündigst an,ankündigen
kündigt an,ankündigen
kündigte an,ankündigen
fegte,fegen
fege,fegen
fegt,fegen
fege,fegen
gefegt,fegen
fegst,fegen
fegt,fegen
fegte,fegen
bewegte,bewegen
bewege,bewegen
bewegt,bewegen
bewege,bewegen
bewegt,bewegen
bewegst,bewegen
bewegt,bewegen
bewegte,bewegen
medikamentierte,medikamentieren
medikamentiere,medikamentieren
medikamentiert,medikamentieren
medikamentiere,medikamentieren
medikamentiert,medikamentieren
medikamentierst,medikamentieren
medikamentiert,medikamentieren
medikamentierte,medikamentieren
schlüge vor,vorschlagen
schlag vor,vorschlagen
schlagt vor,vorschlagen
schlage vor,vorschlagen
vorgeschlagen,vorschlagen
schlägst vor,vorschlagen
schlägt vor,vorschlagen
schlug vor,vorschlagen
duselte,duseln
dusel,duseln
duselt,duseln
dusele,duseln
geduselt,duseln
duselst,duseln
duselt,duseln
duselte,duseln
schwelgte,schwelgen
schwelg,schwelgen
schwelgt,schwelgen
schwelge,schwelgen
geschwelgt,schwelgen
schwelgst,schwelgen
schwelgt,schwelgen
schwelgte,schwelgen
schärte,schären
schäre,schären
schärt,schären
schäre,schären
geschärt,schären
schärst,schären
schärt,schären
schärte,schären
saftete,saften
safte,saften
saftet,saften
safte,saften
gesaftet,saften
saftest,saften
saftet,saften
saftete,saften
optimierte,optimieren
optimiere,optimieren
optimiert,optimieren
optimiere,optimieren
optimiert,optimieren
optimierst,optimieren
optimiert,optimieren
optimierte,optimieren
stände allein,alleinstehen
steh allein,alleinstehen
steht allein,alleinstehen
stehe allein,alleinstehen
alleingestanden,alleinstehen
stehst allein,alleinstehen
steht allein,alleinstehen
stand allein,alleinstehen
delogierte,delogieren
delogier,delogieren
delogiert,delogieren
delogiere,delogieren
delogiert,delogieren
delogierst,delogieren
delogiert,delogieren
delogierte,delogieren
törste,turren
tar,turren
geturst,turren
tarst,turren
tar,turren
torste,turren
entgleiste,entgleisen
entgleise,entgleisen
entgleist,entgleisen
entgleise,entgleisen
entgleist,entgleisen
entgleist,entgleisen
entgleist,entgleisen
entgleiste,entgleisen
richtete aus,ausrichten
richte aus,ausrichten
richtet aus,ausrichten
richte aus,ausrichten
ausgerichtet,ausrichten
richtest aus,ausrichten
richtet aus,ausrichten
richtete aus,ausrichten
leitete,leiten
leite,leiten
leitet,leiten
leite,leiten
geleitet,leiten
leitest,leiten
leitet,leiten
leitete,leiten
persistierte,persistieren
persistier,persistieren
persistiert,persistieren
persistiere,persistieren
persistiert,persistieren
persistierst,persistieren
persistiert,persistieren
persistierte,persistieren
mailte,mailen
mail,mailen
mailt,mailen
maile,mailen
gemailt,mailen
mailst,mailen
mailt,mailen
mailte,mailen
deutelte,deuteln
deutel,deuteln
deutelt,deuteln
deutele,deuteln
gedeutelt,deuteln
deutelst,deuteln
deutelt,deuteln
deutelte,deuteln
wankte,wanken
wanke,wanken
wankt,wanken
wanke,wanken
gewankt,wanken
wankst,wanken
wankt,wanken
wankte,wanken
bezifferte,beziffern
beziffere,beziffern
beziffert,beziffern
beziffere,beziffern
beziffert,beziffern
bezifferst,beziffern
beziffert,beziffern
bezifferte,beziffern
erzitterte,erzittern
erzitter,erzittern
erzittert,erzittern
erzittere,erzittern
erzittert,erzittern
erzitterst,erzittern
erzittert,erzittern
erzitterte,erzittern
überzeugte,überzeugen
überzeuge,überzeugen
überzeugt,überzeugen
überzeuge,überzeugen
überzeugt,überzeugen
überzeugst,überzeugen
überzeugt,überzeugen
überzeugte,überzeugen
gäbe an,angeben
gib an,angeben
gebt an,angeben
gebe an,angeben
angegeben,angeben
gibst an,angeben
gibt an,angeben
gab an,angeben
betupfte,betupfen
betupf,betupfen
betupft,betupfen
betupfe,betupfen
betupft,betupfen
betupfst,betupfen
betupft,betupfen
betupfte,betupfen
resorbierte,resorbieren
resorbiere,resorbieren
resorbiert,resorbieren
resorbiere,resorbieren
resorbiert,resorbieren
resorbierst,resorbieren
resorbiert,resorbieren
resorbierte,resorbieren
zitierte,zitieren
zitier,zitieren
zitiert,zitieren
zitiere,zitieren
zitiert,zitieren
zitierst,zitieren
zitiert,zitieren
zitierte,zitieren
schnarchte,schnarchen
schnarche,schnarchen
schnarcht,schnarchen
schnarche,schnarchen
geschnarcht,schnarchen
schnarchst,schnarchen
schnarcht,schnarchen
schnarchte,schnarchen
ersprintete,ersprinten
ersprint,ersprinten
ersprintet,ersprinten
ersprinte,ersprinten
ersprintet,ersprinten
ersprintest,ersprinten
ersprintet,ersprinten
ersprintete,ersprinten
schmeichelte,schmeicheln
schmeichle,schmeicheln
schmeichelt,schmeicheln
schmeichle,schmeicheln
geschmeichelt,schmeicheln
schmeichelst,schmeicheln
schmeichelt,schmeicheln
schmeichelte,schmeicheln
vererbte,vererben
vererb,vererben
vererbt,vererben
vererbe,vererben
vererbt,vererben
vererbst,vererben
vererbt,vererben
vererbte,vererben
vereinigte,vereinigen
vereinige,vereinigen
vereinigt,vereinigen
vereinige,vereinigen
vereinigt,vereinigen
vereinigst,vereinigen
vereinigt,vereinigen
vereinigte,vereinigen
besserte aus,ausbessern
bessere aus,ausbessern
bessert aus,ausbessern
bessere aus,ausbessern
ausgebessert,ausbessern
besserst aus,ausbessern
bessert aus,ausbessern
besserte aus,ausbessern
konvenierte,konvenieren
konveniere,konvenieren
konveniert,konvenieren
konveniere,konvenieren
konveniert,konvenieren
konvenierst,konvenieren
konveniert,konvenieren
konvenierte,konvenieren
forwardete,forwarden
forwarde,forwarden
forwardet,forwarden
forwarde,forwarden
geforwardet,forwarden
forwardest,forwarden
forwardet,forwarden
forwardete,forwarden
wackelte an,anwackeln
wackle an,anwackeln
wackelt an,anwackeln
wackle an,anwackeln
angewackelt,anwackeln
wackelst an,anwackeln
wackelt an,anwackeln
wackelte an,anwackeln
spoilerte,spoilern
spoiler,spoilern
spoilert,spoilern
spoilere,spoilern
gespoilert,spoilern
spoilerst,spoilern
spoilert,spoilern
spoilerte,spoilern
killte,killen
kille,killen
killt,killen
kille,killen
gekillt,killen
killst,killen
killt,killen
killte,killen
grätschte rein,reingrätschen
grätsch rein,reingrätschen
grätscht rein,reingrätschen
grätsche rein,reingrätschen
reingegrätscht,reingrätschen
grätschst rein,reingrätschen
grätscht rein,reingrätschen
grätschte rein,reingrätschen
brüskierte,brüskieren
brüskier,brüskieren
brüskiert,brüskieren
brüskiere,brüskieren
brüskiert,brüskieren
brüskierst,brüskieren
brüskiert,brüskieren
brüskierte,brüskieren
verrostete,verrosten
verrostet,verrosten
verrostet,verrosten
verrostete,verrosten
individualisierte,individualisieren
individualisier,individualisieren
individualisiert,individualisieren
individualisiere,individualisieren
individualisiert,individualisieren
individualisierst,individualisieren
individualisiert,individualisieren
individualisierte,individualisieren
stierte,stieren
stiere,stieren
stiert,stieren
stiere,stieren
gestiert,stieren
stierst,stieren
stiert,stieren
stierte,stieren
klöterte,klötern
klöter,klötern
klötert,klötern
klötere,klötern
geklötert,klötern
klöterst,klötern
klötert,klötern
klöterte,klötern
hortete,horten
hort,horten
hortet,horten
horte,horten
gehortet,horten
hortest,horten
hortet,horten
hortete,horten
keifte,keifen
keif,keifen
keift,keifen
keife,keifen
gekeift,keifen
keifst,keifen
keift,keifen
keifte,keifen
knarrte,knarren
knarr,knarren
knarrt,knarren
knarre,knarren
geknarrt,knarren
knarrst,knarren
knarrt,knarren
knarrte,knarren
brauste,brausen
brause,brausen
braust,brausen
brause,brausen
gebraust,brausen
braust,brausen
braust,brausen
brauste,brausen
zischte ab,abzischen
zische ab,abzischen
zischt ab,abzischen
zische ab,abzischen
abgezischt,abzischen
zischst ab,abzischen
zischt ab,abzischen
zischte ab,abzischen
rubelte um,umrubeln
ruble um,umrubeln
rubelt um,umrubeln
ruble um,umrubeln
umgerubelt,umrubeln
rubelst um,umrubeln
rubelt um,umrubeln
rubelte um,umrubeln
waleite,waleien
waleie,waleien
waleit,waleien
waleie,waleien
gewaleit,waleien
waleist,waleien
waleit,waleien
waleite,waleien
ramponierte,ramponieren
ramponier,ramponieren
ramponiert,ramponieren
ramponiere,ramponieren
ramponiert,ramponieren
ramponierst,ramponieren
ramponiert,ramponieren
ramponierte,ramponieren
forkelte,forkeln
forkele,forkeln
forkelt,forkeln
forkele,forkeln
geforkelt,forkeln
forkelst,forkeln
forkelt,forkeln
forkelte,forkeln
verharschte,verharschen
verharsch,verharschen
verharscht,verharschen
verharsche,verharschen
verharscht,verharschen
verharschst,verharschen
verharscht,verharschen
verharschte,verharschen
quasselte,quasseln
quassele,quasseln
quasselt,quasseln
quassele,quasseln
gequasselt,quasseln
quasselst,quasseln
quasselt,quasseln
quasselte,quasseln
lähmte,lähmen
lähme,lähmen
lähmt,lähmen
lähme,lähmen
gelähmt,lähmen
lähmst,lähmen
lähmt,lähmen
lähmte,lähmen
versiegelte,versiegeln
versiegle,versiegeln
versiegelt,versiegeln
versiegle,versiegeln
versiegelt,versiegeln
versiegelst,versiegeln
versiegelt,versiegeln
versiegelte,versiegeln
dekorierte,dekorieren
dekorier,dekorieren
dekoriert,dekorieren
dekoriere,dekorieren
dekoriert,dekorieren
dekorierst,dekorieren
dekoriert,dekorieren
dekorierte,dekorieren
frühstückte ab,abfrühstücken
frühstücke ab,abfrühstücken
frühstückt ab,abfrühstücken
frühstücke ab,abfrühstücken
abgefrühstückt,abfrühstücken
frühstückst ab,abfrühstücken
frühstückt ab,abfrühstücken
frühstückte ab,abfrühstücken
wiese zurecht,zurechtweisen
weis zurecht,zurechtweisen
weist zurecht,zurechtweisen
weise zurecht,zurechtweisen
zurechtgewiesen,zurechtweisen
weist zurecht,zurechtweisen
weist zurecht,zurechtweisen
wies zurecht,zurechtweisen
mäßigte,mäßigen
mäßige,mäßigen
mäßigt,mäßigen
mäßige,mäßigen
gemäßigt,mäßigen
mäßigst,mäßigen
mäßigt,mäßigen
mäßigte,mäßigen
pendelte,pendeln
pendle,pendeln
pendelt,pendeln
pendle,pendeln
gependelt,pendeln
pendelst,pendeln
pendelt,pendeln
pendelte,pendeln
beleuchtete,beleuchten
beleuchte,beleuchten
beleuchtet,beleuchten
beleuchte,beleuchten
beleuchtet,beleuchten
beleuchtest,beleuchten
beleuchtet,beleuchten
beleuchtete,beleuchten
beugte vornüber,vornüberbeugen
beug vornüber,vornüberbeugen
beugt vornüber,vornüberbeugen
beuge vornüber,vornüberbeugen
vornübergebeugt,vornüberbeugen
beugst vornüber,vornüberbeugen
beugt vornüber,vornüberbeugen
beugte vornüber,vornüberbeugen
guckte nach,nachgucken
guck nach,nachgucken
guckt nach,nachgucken
gucke nach,nachgucken
nachgeguckt,nachgucken
guckst nach,nachgucken
guckt nach,nachgucken
guckte nach,nachgucken
nüffelte,nüffeln
nüffel,nüffeln
nüffelt,nüffeln
nüffel,nüffeln
genüffelt,nüffeln
nüffelst,nüffeln
nüffelt,nüffeln
nüffelte,nüffeln
bekantete,bekanten
bekant,bekanten
bekantet,bekanten
bekante,bekanten
bekantet,bekanten
bekantest,bekanten
bekantet,bekanten
bekantete,bekanten
entsäuerte,entsäuern
entsäuer,entsäuern
entsäuert,entsäuern
entsäuere,entsäuern
entsäuert,entsäuern
entsäuerst,entsäuern
entsäuert,entsäuern
entsäuerte,entsäuern
lagerte an,anlagern
lagere an,anlagern
lagert an,anlagern
lagere an,anlagern
angelagert,anlagern
lagerst an,anlagern
lagert an,anlagern
lagerte an,anlagern
walzte,walzen
walz,walzen
walzt,walzen
walze,walzen
gewalzt,walzen
walzt,walzen
walzt,walzen
walzte,walzen
düste,düsen
düs,düsen
düst,düsen
düse,düsen
gedüst,düsen
düst,düsen
düst,düsen
düste,düsen
edierte,edieren
ediere,edieren
ediert,edieren
ediere,edieren
ediert,edieren
edierst,edieren
ediert,edieren
edierte,edieren
authentifizierte,authentifizieren
authentifiziere,authentifizieren
authentifiziert,authentifizieren
authentifiziere,authentifizieren
authentifiziert,authentifizieren
authentifizierst,authentifizieren
authentifiziert,authentifizieren
authentifizierte,authentifizieren
ondulierte,ondulieren
onduliere,ondulieren
onduliert,ondulieren
onduliere,ondulieren
onduliert,ondulieren
ondulierst,ondulieren
onduliert,ondulieren
ondulierte,ondulieren
hofierte,hofieren
hofiere,hofieren
hofiert,hofieren
hofiere,hofieren
hofiert,hofieren
hofierst,hofieren
hofiert,hofieren
hofierte,hofieren
verhörte,verhören
verhöre,verhören
verhört,verhören
verhöre,verhören
verhört,verhören
verhörst,verhören
verhört,verhören
verhörte,verhören
stickte,sticken
sticke,sticken
stickt,sticken
sticke,sticken
gestickt,sticken
stickst,sticken
stickt,sticken
stickte,sticken
kasperte,kaspern
kaspere,kaspern
kaspert,kaspern
kaspere,kaspern
gekaspert,kaspern
kasperst,kaspern
kaspert,kaspern
kasperte,kaspern
chaptalisierte,chaptalisieren
chaptalisier,chaptalisieren
chaptalisiert,chaptalisieren
chaptalisiere,chaptalisieren
chaptalisiert,chaptalisieren
chaptalisierst,chaptalisieren
chaptalisiert,chaptalisieren
chaptalisierte,chaptalisieren
latschte,latschen
latsche,latschen
latscht,latschen
latsche,latschen
gelatscht,latschen
latschst,latschen
latscht,latschen
latschte,latschen
träfe,treffen
triff,treffen
trefft,treffen
treffe,treffen
getroffen,treffen
triffst,treffen
trifft,treffen
traf,treffen
konsternierte,konsternieren
konsterniere,konsternieren
konsterniert,konsternieren
konsterniere,konsternieren
konsterniert,konsternieren
konsternierst,konsternieren
konsterniert,konsternieren
konsternierte,konsternieren
packte zu,zupacken
pack zu,zupacken
packt zu,zupacken
packe zu,zupacken
zugepackt,zupacken
packst zu,zupacken
packt zu,zupacken
packte zu,zupacken
schwitzte an,anschwitzen
schwitz an,anschwitzen
schwitzt an,anschwitzen
schwitze an,anschwitzen
angeschwitzt,anschwitzen
schwitzt an,anschwitzen
schwitzt an,anschwitzen
schwitzte an,anschwitzen
bekreuzigte,bekreuzigen
bekreuzig,bekreuzigen
bekreuzigt,bekreuzigen
bekreuzige,bekreuzigen
bekreuzigt,bekreuzigen
bekreuzigst,bekreuzigen
bekreuzigt,bekreuzigen
bekreuzigte,bekreuzigen
stibitzte,stibitzen
stibitz,stibitzen
stibitzt,stibitzen
stibitze,stibitzen
stibitzt,stibitzen
stibitzt,stibitzen
stibitzt,stibitzen
stibitzte,stibitzen
befundete,befunden
befund,befunden
befundet,befunden
befunde,befunden
befundet,befunden
befundest,befunden
befundet,befunden
befundete,befunden
bestrahlte,bestrahlen
bestrahl,bestrahlen
bestrahlt,bestrahlen
bestrahle,bestrahlen
bestrahlt,bestrahlen
bestrahlst,bestrahlen
bestrahlt,bestrahlen
bestrahlte,bestrahlen
hätte,haben
habe,haben
habt,haben
habe,haben
gehabt,haben
hast,haben
hat,haben
hatte,haben
raffte auf,aufraffen
raff auf,aufraffen
rafft auf,aufraffen
raffe auf,aufraffen
aufgerafft,aufraffen
raffst auf,aufraffen
rafft auf,aufraffen
raffte auf,aufraffen
verkrumpelte,verkrumpeln
verkrumple,verkrumpeln
verkrumpelt,verkrumpeln
verkrumple,verkrumpeln
verkrumpelt,verkrumpeln
verkrumpelst,verkrumpeln
verkrumpelt,verkrumpeln
verkrumpelte,verkrumpeln
dämmte ab,abdämmen
dämm ab,abdämmen
dämmt ab,abdämmen
dämme ab,abdämmen
abgedämmt,abdämmen
dämmst ab,abdämmen
dämmt ab,abdämmen
dämmte ab,abdämmen
stornierte,stornieren
storniere,stornieren
storniert,stornieren
storniere,stornieren
storniert,stornieren
stornierst,stornieren
storniert,stornieren
stornierte,stornieren
kaptivierte,kaptivieren
kaptivier,kaptivieren
kaptiviert,kaptivieren
kaptiviere,kaptivieren
kaptiviert,kaptivieren
kaptivierst,kaptivieren
kaptiviert,kaptivieren
kaptivierte,kaptivieren
muckte auf,aufmucken
muck auf,aufmucken
muckt auf,aufmucken
mucke auf,aufmucken
aufgemuckt,aufmucken
muckst auf,aufmucken
muckt auf,aufmucken
muckte auf,aufmucken
behörte,behören
behör,behören
behört,behören
behöre,behören
behört,behören
behörst,behören
behört,behören
behörte,behören
vergewisserte,vergewissern
vergewissere,vergewissern
vergewissert,vergewissern
vergewissere,vergewissern
vergewissert,vergewissern
vergewisserst,vergewissern
vergewissert,vergewissern
vergewisserte,vergewissern
beglaubigte,beglaubigen
beglaubig,beglaubigen
beglaubigt,beglaubigen
beglaubige,beglaubigen
beglaubigt,beglaubigen
beglaubigst,beglaubigen
beglaubigt,beglaubigen
beglaubigte,beglaubigen
rügte,rügen
rüge,rügen
rügt,rügen
rüge,rügen
gerügt,rügen
rügst,rügen
rügt,rügen
rügte,rügen
spengelte,spengeln
spengle,spengeln
spengelt,spengeln
spengle,spengeln
gespengelt,spengeln
spengelst,spengeln
spengelt,spengeln
spengelte,spengeln
kuschte,kuschen
kusch,kuschen
kuscht,kuschen
kusche,kuschen
gekuscht,kuschen
kuschst,kuschen
kuscht,kuschen
kuschte,kuschen
federte,federn
feder,federn
federt,federn
federe,federn
gefedert,federn
federst,federn
federt,federn
federte,federn
vereitelte,vereiteln
vereitle,vereiteln
vereitelt,vereiteln
vereitle,vereiteln
vereitelt,vereiteln
vereitelst,vereiteln
vereitelt,vereiteln
vereitelte,vereiteln
moserte,mosern
mosere,mosern
mosert,mosern
mosere,mosern
gemosert,mosern
moserst,mosern
mosert,mosern
moserte,mosern
kastelte ein,einkasteln
kastele ein,einkasteln
kastelt ein,einkasteln
kastele ein,einkasteln
eingekastelt,einkasteln
kastelst ein,einkasteln
kastelt ein,einkasteln
kastelte ein,einkasteln
entlogarithmierte,entlogarithmieren
entlogarithmiere,entlogarithmieren
entlogarithmiert,entlogarithmieren
entlogarithmiere,entlogarithmieren
entlogarithmiert,entlogarithmieren
entlogarithmierst,entlogarithmieren
entlogarithmiert,entlogarithmieren
entlogarithmierte,entlogarithmieren
kriegte rum,rumkriegen
kriege rum,rumkriegen
kriegt rum,rumkriegen
kriege rum,rumkriegen
rumgekriegt,rumkriegen
kriegst rum,rumkriegen
kriegt rum,rumkriegen
kriegte rum,rumkriegen
fusionierte,fusionieren
fusioniere,fusionieren
fusioniert,fusionieren
fusioniere,fusionieren
fusioniert,fusionieren
fusionierst,fusionieren
fusioniert,fusionieren
fusionierte,fusionieren
wechselte ab,abwechseln
wechsel ab,abwechseln
wechselt ab,abwechseln
wechsel ab,abwechseln
abgewechselt,abwechseln
wechselst ab,abwechseln
wechselt ab,abwechseln
wechselte ab,abwechseln
entbleite,entbleien
entblei,entbleien
entbleit,entbleien
entbleie,entbleien
entbleit,entbleien
entbleist,entbleien
entbleit,entbleien
entbleite,entbleien
belehnte,belehnen
belehn,belehnen
belehnt,belehnen
belehne,belehnen
belehnt,belehnen
belehnst,belehnen
belehnt,belehnen
belehnte,belehnen
verhökerte,verhökern
verhökere,verhökern
verhökert,verhökern
verhökere,verhökern
verhökert,verhökern
verhökerst,verhökern
verhökert,verhökern
verhökerte,verhökern
schrottete,schrotten
schrotte,schrotten
schrottet,schrotten
schrotte,schrotten
geschrottet,schrotten
schrottest,schrotten
schrottet,schrotten
schrottete,schrotten
wuchtete aus,auswuchten
wucht aus,auswuchten
wuchtet aus,auswuchten
wuchte aus,auswuchten
ausgewuchtet,auswuchten
wuchtest aus,auswuchten
wuchtet aus,auswuchten
wuchtete aus,auswuchten
kargte,kargen
karg,kargen
kargt,kargen
karge,kargen
gekargt,kargen
kargst,kargen
kargt,kargen
kargte,kargen
fiele runter,runterfallen
fall runter,runterfallen
fallt runter,runterfallen
falle runter,runterfallen
runtergefallen,runterfallen
fällst runter,runterfallen
fällt runter,runterfallen
fiel runter,runterfallen
mummelte,mummeln
mummel,mummeln
mummelt,mummeln
mummel,mummeln
gemummelt,mummeln
mummelst,mummeln
mummelt,mummeln
mummelte,mummeln
verbände,verbinden
verbinde,verbinden
verbindet,verbinden
verbinde,verbinden
verbunden,verbinden
verbindest,verbinden
verbindet,verbinden
verband,verbinden
machte vor,vormachen
mach vor,vormachen
macht vor,vormachen
mache vor,vormachen
vorgemacht,vormachen
machst vor,vormachen
macht vor,vormachen
machte vor,vormachen
missachtete,missachten
missachte,missachten
missachtet,missachten
missachte,missachten
missachtet,missachten
missachtest,missachten
missachtet,missachten
missachtete,missachten
bläute,bläuen
bläu,bläuen
bläut,bläuen
bläue,bläuen
gebläut,bläuen
bläust,bläuen
bläut,bläuen
bläute,bläuen
erzeugte,erzeugen
erzeug,erzeugen
